Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2016-01-29,1,29,Loamy,Clayey,Blocky,2.621.311,6.346.005.426,1.671.767.153,1.483.191.984,1.781.896.346,7.153.270.975,5.225.599.692,0.165578344,4.383.802.381,1.168.479.081,1.593.808.545,5.858.328.333,0.0,20.0,186.9,20.3,0,0,0,3.890.392.818,1095760
2016-01-30,1,30,Sandy Loam,Clayey,Blocky,2.621.311,667.512.759,1.802.537.952,1.338.550.824,2.809.002.762,5.309.812.859,3.712.578.124,0.332938087,2.490.427.379,1.822.968.822,2.984.715.602,1.808.849.357,0.0,19.1,174.4,8.5,0,0,0,4.154.745.288,1095760
2016-01-31,1,31,Clay Loam,Silty,Blocky,2.621.311,6.711.881.989,204.398.699,1.472.378.224,1.091.813.774,5.736.776.804,1.930.499.913,0.178519484,1.582.443.126,1.293.756.734,1.921.664.786,1.558.408.895,0.2,20.2,131.9,43.5,0,0,0,4.136.316.738,1095760
2016-02-01,2,32,Clay Loam,Clayey,Blocky,2.621.311,5.139.417.727,2.312.630.552,1.473.782.319,2.654.224.818,5.924.768.083,3.308.643.464,0.154835502,3.840.583.899,2.209.458.256,2.035.721.957,1.895.274.375,0.0,21.7,185.5,36.4,0,0,0,4.127.647.596,1095760
2016-02-02,2,33,Loamy,Clayey,Massive,2.621.311,654.088.502,1.542.843.438,1.380.649.107,2.874.771.854,727.502.642,3.864.976.069,0.124270017,287.523.976,1.461.004.203,2.384.846.314,7.244.220.647,0.2,21.8,175.6,33.0,0,0,0,4.381.028.586,1095760
2016-02-03,2,34,Sandy Loam,Silty,Granular,2.621.311,6.988.364.972,2.493.471.837,1.448.021.605,1.600.078.656,5.357.224.096,4.795.494.792,0.251949046,3.723.071.782,1.427.972.427,2.011.598.565,1.698.304.478,0.0,22.3,185.0,53.7,0,0,0,3.557.259.527,1095760
2016-02-04,2,35,Silt Loam,Loamy,Blocky,2.621.311,5.215.077.736,1.613.752.117,1.427.843.996,2.478.769.508,6.542.337.426,210.875.426,0.376993445,2.132.854.332,157.045.691,1.856.758.684,1.517.455.034,0.0,21.8,202.1,2.3,0,0,0,2.810.877.667,1095760
2016-02-05,2,36,Loamy,Clayey,Massive,2.621.311,6.752.403.135,2.485.816.485,1.499.663.861,1.381.041.831,550.726.941,3.481.037.977,0.188501747,2.514.758.773,1.335.159.964,2.029.566.278,1.846.513.448,0.0,21.3,222.9,0.1,0,0,0,3.195.148.675,1095760
2016-02-06,2,37,Loamy,Loamy,Platy,2.621.311,5.237.874.782,1.720.012.799,1.460.006.802,1.089.756.482,5.722.022.366,4.630.433.537,0.329867259,1.837.325.211,1.892.659.252,1.571.051.622,1.028.609.377,0.0,20.6,217.6,0.0,0,0,0,3.640.865.422,1095760
2016-02-07,2,38,Loamy,Loamy,Granular,2.621.311,5.043.058.171,179.741.456,1.233.609.681,2.436.926.975,6.112.650.094,4.347.994.619,0.12749903,2.861.557.333,2.313.868.373,2.592.380.526,8.534.072.875,0.0,21.1,212.4,39.5,0,0,0,3.889.443.305,1095760
2016-02-08,2,39,Sandy Loam,Clayey,Blocky,2.621.311,6.418.971.303,1.819.854.076,120.562.009,147.383.304,6.368.066.443,1.878.165.933,0.150973904,160.955.769,2.103.116.914,2.591.149.993,8.528.653.158,0.0,22.6,221.1,15.2,0,0,0,2.780.303.063,1095760
2016-02-09,2,40,Silt Loam,Clayey,Massive,2.621.311,565.625.804,1.968.997.128,1.362.864.278,2.202.819.237,5.438.434.092,3.013.965.877,0.192547037,3.447.405.072,2.175.289.891,2.233.558.459,4.434.470.332,5.5,23.1,180.5,82.3,0,0,0,4.527.304.386,1095760
2016-02-10,2,41,Loamy,Clayey,Granular,2.621.311,6.200.054.844,2.100.345.484,1.239.727.226,2.654.350.489,6.488.804.893,1.715.320.823,0.183420746,3.244.456.307,1.981.797.651,243.650.523,3.607.423.451,0.0,23.0,198.7,50.8,0,0,0,3.129.321.674,1095760
2016-02-11,2,42,Silt Loam,Silty,Platy,2.621.311,5.516.130.539,2.076.493.826,155.108.451,2.872.185.933,6.518.110.963,2.173.277.693,0.262055191,3.225.401.775,1.452.390.376,2.711.182.146,1.864.215.256,0.2,22.8,184.3,31.2,0,0,0,3.795.464.742,1095760
2016-02-12,2,43,Silt Loam,Clayey,Platy,2.621.311,6.801.622.613,1.512.555.165,1.510.507.513,2.964.637.731,6.021.338.188,2.440.617.679,0.11958845,2.879.674.885,2.433.058.852,2.896.859.217,4.593.868.725,7.0,24.7,95.8,67.3,0,0,0,4.004.460.905,1095760
2016-02-13,2,44,Sandy Loam,Loamy,Granular,2.621.311,5.705.524.659,1.814.856.426,1.294.664.572,1.744.386.246,5.501.800.351,3.368.325.091,0.347371581,3.697.587.814,172.448.617,2.247.161.741,0.431657287,0.0,23.4,200.6,37.7,0,0,0,2.573.663.248,1095760
2016-02-14,2,45,Loamy,Loamy,Platy,2.621.311,5.175.441.314,2.005.513.923,1.394.616.864,273.851.501,5.834.818.191,3.753.783.384,0.239982468,2.619.196.512,2.183.298.149,2.080.475.029,5.385.520.342,0.5,24.0,176.3,33.9,0,0,0,3.557.588.085,1095760
2016-02-15,2,46,Loamy,Sandy,Platy,2.621.311,5.165.831.875,1.554.440.287,1.386.610.911,2.087.114.971,5.245.091.479,5.202.962.389,0.274178448,3.612.184.262,1.324.065.029,1.663.095.818,1.706.940.725,0.8,24.8,202.9,39.6,0,0,0,4.259.112.296,1095760
2016-02-16,2,47,Silt Loam,Silty,Blocky,2.621.311,5.278.525.594,2.424.524.963,145.082.212,1.026.747.269,6.862.094.385,4.999.655.911,0.203260385,1.824.949.921,1.658.826.801,2.932.758.288,1.891.648.356,0.0,25.2,216.5,40.5,1,0,1,357.708.096,1095760
2016-02-17,2,48,Clay Loam,Clayey,Platy,2.621.311,5.567.252.346,1.520.588.468,1.332.293.382,1.516.093.536,503.654.325,3.749.839.672,0.132735856,1.788.775.195,1.780.924.765,2.744.344.667,4.106.770.995,0.0,25.1,206.9,10.8,1,0,1,471.029.673,1095760
2016-02-18,2,49,Clay Loam,Sandy,Blocky,2.621.311,6.119.185.585,1.867.648.259,1.587.589.882,2.597.837.687,5.829.477.087,2.892.551.223,0.166256546,2.639.855.799,1.816.907.859,2.860.641.996,1.783.636.487,0.0,26.1,226.9,4.7,1,0,1,4.058.173.966,1095760
2016-02-19,2,50,Loamy,Silty,Platy,2.621.311,6.752.926.576,221.246.357,1.339.340.861,2.501.319.007,731.085.128,2.097.986.862,0.163842929,2.557.647.066,2.401.484.506,1.306.931.647,1.846.246.253,0.0,27.1,229.2,16.3,1,0,1,4.806.523.192,1095760
2016-02-20,2,51,Clay Loam,Sandy,Granular,2.621.311,6.581.079.716,1.895.625.348,1.404.438.943,2.295.667.991,5.468.798.292,5.475.180.679,0.18371339,4.484.154.062,2.127.023.173,2.580.103.729,6.785.627.873,0.0,27.7,219.0,15.6,1,0,1,3.794.142.869,1095760
2016-02-21,2,52,Loamy,Sandy,Blocky,2.621.311,6.671.972.854,1.601.797.591,1.566.100.354,2.716.837.546,630.878.886,3.553.262.133,0.379703571,4.116.290.892,2.089.957.275,18.720.123,2.722.013.468,0.0,27.6,220.5,19.0,1,0,1,3.487.721.624,1095760
2016-02-22,2,53,Silt Loam,Sandy,Massive,2.621.311,5.337.449.605,2.174.632.721,1.584.556.587,2.103.071.671,5.373.112.474,4.283.110.468,0.173639443,2.112.366.117,1.902.653.264,20.624.447,1.990.271.683,0.0,27.3,231.1,28.6,1,0,1,2.258.340.834,1095760
2016-02-23,2,54,Silt Loam,Sandy,Massive,2.621.311,5.145.630.666,2.379.931.609,1.396.717.957,1.554.868.879,7.374.421.012,4.629.674.299,0.226123719,4.318.438.951,1.253.892.165,104.940.256,1.641.558.779,0.0,26.0,203.3,42.5,1,0,1,3.697.441.153,1095760
2016-02-24,2,55,Clay Loam,Loamy,Blocky,2.621.311,5.729.366.502,1.657.874.807,1.295.039.254,2.453.285.602,7.051.448.681,4.852.217.087,0.263900701,3.519.797.472,1.183.573.197,2.653.508.553,0.343255983,13.7,23.3,164.6,91.0,0,0,0,2.335.453.292,1095760
2016-02-25,2,56,Loamy,Loamy,Granular,2.621.311,6.083.132.542,153.076.979,1.247.456.209,1.144.649.169,5.781.563.687,5.205.347.136,0.132610169,3.297.116.356,1.293.703.093,2.382.319.719,1.672.488.844,6.8,24.6,151.8,60.3,0,0,0,3.827.432.543,1095760
2016-02-26,2,57,Clay Loam,Sandy,Platy,2.621.311,6.955.623.646,224.632.532,1.270.144.085,289.036.502,6.879.864.644,3.707.560.576,0.160104385,3.685.998.618,1.554.832.807,2.757.811.202,991.258.286,0.1,25.5,213.0,31.2,0,0,0,4.583.963.287,1095760
2016-02-27,2,58,Sandy Loam,Silty,Blocky,2.621.311,6.830.246.193,1.743.799.303,1.586.789.082,1.905.159.232,6.418.380.612,3.449.617.008,0.258428656,1.534.190.499,2.403.002.108,2.959.885.974,1.380.301.763,1.4,26.3,195.2,55.6,1,0,1,2.413.348.621,1095760
2016-02-28,2,59,Loamy,Silty,Massive,2.621.311,6.292.076.722,2.245.870.688,1.215.833.807,1.483.697.254,5.554.130.699,4.888.091.506,0.121838208,3.571.655.496,2.232.369.803,2.102.403.637,128.059.273,0.1,26.4,231.4,37.3,1,0,1,4.359.942.143,1095760
2016-02-29,2,60,Silt Loam,Clayey,Platy,2.621.311,6.105.619.014,2.418.534.067,1.536.656.414,1.304.763.476,5.335.967.864,312.607.496,0.119694427,3.977.934.715,1.163.297.007,2.873.486.698,1.136.883.311,0.0,26.3,231.5,23.1,1,0,1,4.208.851.537,1095760
2016-03-01,3,61,Loamy,Loamy,Platy,2.621.311,6.098.093.563,2.219.655.798,1.565.285.094,2.999.862.817,5.623.111.877,1.745.641.279,0.218442772,1.565.159.424,2.273.041.586,2.511.476.816,1.904.837.782,0.0,25.8,213.7,29.6,1,0,1,2.616.139.202,1095760
2016-03-02,3,62,Sandy Loam,Loamy,Massive,2.621.311,5.055.590.272,2.091.320.074,123.565.779,1.451.650.772,6.572.476.486,5.171.753.821,0.247325752,3.094.903.588,1.613.893.928,2.682.901.585,2.767.400.197,0.0,26.7,212.0,29.9,1,0,1,3.307.599.495,1095760
2016-03-03,3,63,Silt Loam,Sandy,Platy,2.621.311,6.305.774.042,1.668.192.444,149.278.367,1.159.713.149,7.386.937.394,4.439.311.112,0.145885129,4.088.540.021,1.964.175.597,1.134.712.073,1.981.221.488,0.1,27.0,213.5,23.5,1,0,1,2.993.883.035,1095760
2016-03-04,3,64,Sandy Loam,Clayey,Platy,2.621.311,5.030.614.677,2.337.624.572,1.248.926.482,2.557.902.498,6.942.188.239,3.565.975.175,0.339865993,4.292.789.402,1.264.785.217,1.375.302.488,1.946.758.568,0.0,27.4,224.5,21.6,1,0,1,3.690.819.478,1095760
2016-03-05,3,65,Silt Loam,Silty,Blocky,2.621.311,5.801.618.882,2.175.184.086,1.432.456.423,1.232.704.123,7.258.652.176,5.911.321.785,0.291938668,2.036.677.308,1.245.707.343,1.695.817.232,1.857.371.579,0.0,26.5,242.6,38.8,1,0,1,3.752.880.333,1095760
2016-03-06,3,66,Sandy Loam,Loamy,Granular,2.621.311,5.947.251.531,1.753.579.148,1.324.240.661,1.274.636.929,5.485.196.143,454.288.679,0.351802352,2.102.532.731,2.243.743.868,2.825.583.982,1.744.559.075,0.4,26.4,205.5,52.0,1,0,1,2.572.259.175,1095760
2016-03-07,3,67,Sandy Loam,Silty,Blocky,2.621.311,5.549.560.983,2.416.259.885,146.203.974,2.394.358.606,7.286.473.446,2.102.661.284,0.215577297,2.224.707.935,1.674.241.194,1.987.102.858,1.028.353.564,0.0,25.7,253.0,19.2,1,0,1,3.698.863.995,1095760
2016-03-08,3,68,Sandy Loam,Sandy,Platy,2.621.311,6.473.066.344,2.486.282.372,1.536.323.277,2.423.163.832,5.211.704.948,3.078.481.746,0.347777896,3.898.756.757,2.166.199.039,2.804.117.293,6.618.393.441,0.0,27.3,235.2,28.7,1,0,1,4.992.895.974,1095760
2016-03-09,3,69,Clay Loam,Clayey,Platy,2.621.311,6.862.522.863,1.503.281.341,1.251.051.624,1.457.012.533,7.360.467.203,3.907.475.658,0.109507872,367.297.755,2.151.964.045,2.154.144.259,1.983.266.557,0.1,28.4,235.8,24.2,1,0,1,3.865.347.988,1095760
2016-03-10,3,70,Clay Loam,Clayey,Massive,2.621.311,5.665.962.535,1.949.543.176,1.568.541.558,1.769.236.947,5.353.039.135,506.571.576,0.107813463,2.948.575.899,241.788.049,137.504.519,1.023.536.783,0.4,28.9,226.5,34.1,1,0,1,4.569.538.757,1095760
2016-03-11,3,71,Clay Loam,Loamy,Massive,2.621.311,5.095.770.852,1.778.886.891,132.014.277,1.097.528.795,590.382.474,5.335.588.076,0.125352285,3.386.756.312,2.373.352.845,1.307.825.542,6.853.735.989,0.0,29.1,238.9,34.6,1,0,1,4.464.830.743,1095760
2016-03-12,3,72,Silt Loam,Clayey,Blocky,2.621.311,6.501.112.002,2.228.191.066,1.511.298.277,120.641.547,5.863.888.567,4.160.890.105,0.239465496,1.619.715.612,1.976.785.814,2.600.096.945,1.820.279.836,0.0,29.3,246.4,52.3,1,0,1,252.228.629,1095760
2016-03-13,3,73,Clay Loam,Loamy,Massive,2.621.311,691.027.397,1.632.220.894,1.272.464.861,2.523.330.264,5.824.642.551,1.847.780.259,0.265722864,4.064.956.763,1.919.954.932,1.276.574.358,4.084.994.469,0.0,28.2,253.8,30.8,1,0,1,4.242.425.232,1095760
2016-03-14,3,74,Clay Loam,Clayey,Platy,2.621.311,6.330.524.319,2.059.323.442,1.578.651.102,1.032.293.012,6.841.538.659,3.187.319.725,0.372427211,3.791.927.827,2.277.081.237,1.987.268.704,0.999503815,0.0,26.9,243.2,69.5,1,0,1,312.595.039,1095760
2016-03-15,3,75,Silt Loam,Silty,Blocky,2.621.311,6.228.546.843,2.142.110.891,1.479.424.722,2.340.284.761,709.867.996,3.021.251.922,0.352347291,1.666.118.342,2.094.665.708,1.499.755.652,1.431.278.197,0.0,27.3,262.4,38.0,1,0,1,2.203.176.553,1095760
2016-03-16,3,76,Sandy Loam,Sandy,Granular,2.621.311,5.938.650.209,2.265.358.996,1.570.449.632,221.007.012,6.426.183.448,5.460.832.876,0.234928258,2.389.367.913,165.107.632,2.091.118.065,6.076.461.107,1.5,27.8,232.3,53.1,1,0,1,4.011.912.682,1095760
2016-03-17,3,77,Loamy,Loamy,Blocky,2.621.311,5.603.254.044,1.729.003.674,1.581.523.874,2.743.366.791,6.365.187.621,2.190.920.851,0.273586001,2.484.721.853,1.402.146.275,2.228.448.307,8.199.157.988,0.0,27.9,277.2,14.2,1,0,1,3.749.222.742,1095760
2016-03-18,3,78,Clay Loam,Loamy,Massive,2.621.311,6.665.326.264,1.971.964.244,1.335.886.118,2.966.051.882,5.653.269.866,2.685.875.534,0.207121479,4.098.459.829,1.529.156.935,1.502.143.373,4.953.760.317,0.0,28.0,273.9,14.8,1,0,1,4.347.853.213,1095760
2016-03-19,3,79,Loamy,Silty,Granular,2.621.311,5.470.807.525,1.553.582.888,1.227.334.453,1.721.143.659,7.258.312.689,1.712.778.816,0.25969231,3.579.367.151,1.445.179.465,1.015.183.917,1.395.581.936,6.5,26.7,185.8,73.8,1,0,1,2.007.053.986,1095760
2016-03-20,3,80,Sandy Loam,Sandy,Granular,2.621.311,6.192.219.263,1.949.213.152,1.524.201.983,1.484.814.293,6.411.943.349,3.596.541.732,0.123785357,4.070.824.105,1.642.177.724,130.615.178,1.347.539.976,8.0,27.2,129.1,73.1,1,0,1,4.466.682.159,1095760
2016-03-21,3,81,Loamy,Loamy,Blocky,2.621.311,5.800.118.489,2.354.242.641,1.443.018.209,2.824.202.675,6.028.280.628,2.226.488.762,0.255206319,1.960.658.203,247.899.805,2.202.755.543,105.116.542,7.4,28.7,190.6,61.4,1,0,1,4.543.008.641,1095760
2016-03-22,3,82,Sandy Loam,Sandy,Massive,2.621.311,6.016.071.551,2.390.761.442,1.451.084.487,2.263.157.506,6.398.748.186,5.894.361.207,0.187540846,3.310.137.412,2.363.108.723,2.005.303.209,937.141.631,0.0,29.6,265.0,28.1,1,0,1,2.328.359.758,1095760
2016-03-23,3,83,Loamy,Clayey,Blocky,2.621.311,514.374.015,1.648.021.458,132.230.886,1.780.217.505,5.261.166.744,3.441.447.384,0.172688736,2.423.141.074,1.436.215.759,2.266.712.751,880.922.614,0.0,29.4,268.7,22.5,1,0,1,4.932.904.157,1095760
2016-03-24,3,84,Silt Loam,Loamy,Granular,2.621.311,5.368.946.916,2.432.804.167,1.561.529.127,2.855.096.049,5.278.585.739,5.576.588.465,0.199844976,2.363.270.751,1.319.412.864,1.677.074.253,1.041.813.899,0.0,28.3,279.4,8.2,1,0,1,4.156.769.632,1095760
2016-03-25,3,85,Silt Loam,Loamy,Massive,2.621.311,6.357.048.531,1.665.000.708,1.384.883.517,2.986.541.575,7.318.213.229,241.171.905,0.21000684,4.346.465.096,1.059.033.666,1.527.779.521,1.858.652.578,0.0,28.4,288.6,1.3,1,0,1,2.693.831.107,1095760
2016-03-26,3,86,Loamy,Loamy,Platy,2.621.311,5.684.750.219,2.092.411.632,1.348.537.435,1.152.424.861,5.546.389.347,4.072.131.287,0.290783283,2.997.061.409,2.466.988.276,1.217.531.897,169.045.498,0.4,29.3,219.9,21.0,1,0,1,4.358.775.243,1095760
2016-03-27,3,87,Silt Loam,Clayey,Granular,2.621.311,6.502.474.442,2.362.578.446,1.414.874.639,1.570.898.241,5.675.702.863,483.490.077,0.348587531,1.552.073.973,1.873.846.265,2.940.629.013,1.964.500.335,4.8,28.9,227.5,67.3,1,0,1,3.706.578.161,1095760
2016-03-28,3,88,Sandy Loam,Clayey,Granular,2.621.311,614.905.842,2.204.822.093,1.209.023.289,1.711.416.203,6.393.105.595,5.076.574.506,0.155582607,1.536.008.132,2.448.741.786,2.615.186.898,1.741.168.037,20.1,25.4,155.1,79.6,0,0,0,333.929.818,1095760
2016-03-29,3,89,Sandy Loam,Loamy,Massive,2.621.311,6.699.379.902,1.774.927.544,1.436.505.296,2.193.197.117,6.217.154.923,449.486.328,0.165094441,2.856.930.712,1.674.011.523,2.961.026.706,1.637.594.348,4.1,24.8,196.7,85.3,1,0,1,2.421.351.901,1095760
2016-03-30,3,90,Clay Loam,Clayey,Blocky,2.621.311,6.260.390.595,1.613.860.756,1.592.651.457,1.320.769.485,6.389.332.086,5.995.589.379,0.280335135,4.044.383.794,1.214.103.173,237.987.855,1.045.776.791,13.0,26.8,180.1,75.1,1,0,1,2.381.234.458,1095760
2016-03-31,3,91,Sandy Loam,Loamy,Massive,2.621.311,5.770.305.233,1.885.466.315,1.339.859.612,1.926.804.447,5.913.572.838,4.723.314.892,0.317352082,1.775.612.599,2.488.592.377,2.048.661.508,2.779.750.999,57.0,24.5,74.6,88.6,0,0,0,2.191.397.688,1095760
2016-04-01,4,92,Clay Loam,Clayey,Blocky,2.621.311,5.902.955.528,2.097.562.292,1.535.788.621,2.034.781.926,6.013.038.165,4.252.923.215,0.235157047,3.707.374.215,1.190.162.002,2.412.448.991,1.532.790.382,23.2,22.4,113.7,87.5,0,0,0,2.279.197.092,1095760
2016-04-02,4,93,Clay Loam,Clayey,Granular,2.621.311,5.469.024.336,2.430.286.297,1.468.276.548,2.824.753.737,5.421.997.184,5.436.570.234,0.309067273,2.327.726.428,110.888.113,1.619.229.765,450.742.521,4.5,23.9,158.3,82.5,0,0,0,4.563.903.518,1095760
2016-04-03,4,94,Sandy Loam,Clayey,Massive,2.621.311,5.983.937.053,1.785.227.802,1.492.854.939,2.465.565.542,6.242.542.795,4.731.980.233,0.235226997,2.703.458.797,1.201.738.602,2.208.130.079,1.284.572.345,13.4,26.1,96.4,93.1,1,0,1,3.524.199.464,1095760
2016-04-04,4,95,Silt Loam,Loamy,Blocky,2.621.311,5.244.679.764,1.698.675.418,1.357.244.999,2.128.357.477,6.057.390.296,2.086.400.191,0.368004596,4.056.355.567,2.113.634.555,2.425.870.002,1.363.443.563,9.6,28.0,138.9,89.3,1,0,1,3.517.125.039,1095760
2016-04-05,4,96,Loamy,Loamy,Massive,2.621.311,6.641.211.334,2.094.346.345,1.511.683.495,1.381.164.695,7.350.209.365,4.960.544.393,0.31965892,2.457.740.691,1.198.554.603,253.998.228,1.096.364.675,32.3,28.3,128.4,94.4,1,0,1,301.089.621,1095760
2016-04-06,4,97,Silt Loam,Sandy,Granular,2.621.311,5.077.153.301,2.158.479.711,153.176.843,1.455.312.924,5.324.468.078,2.178.016.817,0.242525761,3.865.538.369,185.673.481,1.314.660.216,1.061.909.748,0.0,30.1,269.1,61.1,1,0,1,3.676.721.046,1095760
2016-04-07,4,98,Clay Loam,Sandy,Platy,2.621.311,6.672.040.957,2.343.083.474,1.318.876.324,2.560.387.811,6.539.351.076,2.169.032.015,0.210958573,3.965.624.423,1.363.392.031,2.075.789.355,1.218.967.022,0.0,30.4,261.9,69.2,1,0,1,2.163.966.809,1095760
2016-04-08,4,99,Clay Loam,Loamy,Platy,2.621.311,6.268.169.065,1.857.906.726,1.509.704.261,2.302.561.939,7.416.315.121,2.807.069.984,0.220189297,3.504.075.194,1.568.066.823,1.692.426.097,2.428.110.439,0.2,30.5,247.0,51.2,1,0,1,3.043.802.047,1095760
2016-04-09,4,100,Clay Loam,Clayey,Massive,2.621.311,6.170.555.728,1.528.182.948,1.312.520.401,2.846.236.513,5.244.904.435,4.859.602.494,0.339706138,4.212.348.079,1.527.389.678,1.376.367.939,8.664.652.323,0.0,30.0,280.3,45.9,1,0,1,2.921.076.325,1095760
2016-04-10,4,101,Sandy Loam,Silty,Massive,2.621.311,6.124.801.136,2.480.965.797,1.407.180.989,2.447.809.872,6.802.796.322,412.940.215,0.191582699,3.529.376.299,1.696.676.082,2.321.283.503,7.247.248.353,0.0,30.8,288.9,36.0,1,0,1,2.375.569.251,1095760
2016-04-11,4,102,Sandy Loam,Loamy,Massive,2.621.311,5.356.630.775,2.265.067.212,128.040.561,1.224.526.837,7.163.790.089,3.057.223.029,0.143108198,3.930.849.442,1.422.123.063,1.660.806.388,1.252.832.448,0.0,31.1,290.1,29.0,1,0,1,2.858.976.276,1095760
2016-04-12,4,103,Loamy,Clayey,Massive,2.621.311,5.634.595.474,1.584.691.422,1.409.075.744,2.089.268.515,5.830.582.454,5.104.341.833,0.111207453,1.963.594.163,2.305.860.107,102.963.415,1.743.937.202,0.0,31.7,284.2,33.9,1,0,1,4.759.442.347,1095760
2016-04-13,4,104,Silt Loam,Silty,Platy,2.621.311,6.225.206.935,1.886.872.072,1.385.837.356,2.263.729.772,6.423.408.569,1.923.197.361,0.166745722,3.689.678.695,2.471.893.069,1.958.108.376,4.199.658.416,0.0,31.8,279.9,21.9,1,0,1,2.110.276.283,1095760
2016-04-14,4,105,Silt Loam,Silty,Massive,2.621.311,5.814.332.091,2.428.026.933,1.278.439.908,1.165.969.367,5.224.075.336,2.837.575.558,0.356912698,3.376.294.613,1.774.552.977,1.246.262.281,6.693.905.996,1.3,31.4,274.6,57.2,1,0,1,3.109.697.993,1095760
2016-04-15,4,106,Clay Loam,Silty,Blocky,2.621.311,6.102.747.704,2.479.034.685,126.202.196,2.774.974.299,5.842.641.621,5.317.131.377,0.396215788,1.519.132.987,1.730.834.553,2.028.088.721,8.957.091.812,2.3,30.9,248.1,76.8,1,0,1,3.473.557.398,1095760
2016-04-16,4,107,Loamy,Silty,Platy,2.621.311,516.910.696,222.900.417,1.573.198.409,2.515.597.933,5.622.078.621,3.130.824.857,0.15208279,4.479.602.588,1.893.138.798,2.468.883.607,8.363.783.198,2.5,30.1,205.0,89.0,1,0,1,2.145.066.343,1095760
2016-04-17,4,108,Sandy Loam,Clayey,Blocky,2.621.311,5.234.558.115,2.178.113.976,1.384.063.152,264.223.118,671.342.007,2.968.158.036,0.303130659,2.550.013.511,1.140.013.119,2.294.668.775,3.123.003.715,5.7,30.9,163.7,71.3,1,0,1,3.968.689.772,1095760
2016-04-18,4,109,Clay Loam,Loamy,Blocky,2.621.311,6.071.769.392,1.780.910.009,1.462.364.882,1.716.232.541,5.139.219.443,3.908.086.047,0.151116084,1.688.287.611,1.460.793.503,1.534.966.683,1.494.100.792,14.1,30.6,158.8,60.9,1,0,1,4.376.497.609,1095760
2016-04-19,4,110,Silt Loam,Silty,Granular,2.621.311,5.620.302.695,1.721.716.409,1.416.103.191,1.114.382.334,6.208.072.492,5.588.616.203,0.196282516,2.004.253.522,2.131.255.991,25.215.274,1.083.942.287,8.4,31.3,225.8,40.4,1,0,1,2.438.025.622,1095760
2016-04-20,4,111,Sandy Loam,Clayey,Blocky,2.621.311,699.412.808,1.721.066.023,1.350.848.923,2.101.143.241,6.384.614.602,5.829.402.834,0.297081261,225.558.041,1.891.050.684,1.650.623.783,1.161.795.015,0.0,31.3,261.7,57.3,1,0,1,2.991.535.771,1095760
2016-04-21,4,112,Silt Loam,Silty,Blocky,2.621.311,5.073.612.852,1.744.822.303,1.402.579.304,2.337.989.703,7.328.136.574,1.856.753.767,0.217331818,2.559.704.129,2.248.187.111,2.561.556.762,1.767.652.099,0.0,31.2,262.4,70.9,1,0,1,3.049.960.011,1095760
2016-04-22,4,113,Clay Loam,Loamy,Platy,2.621.311,6.254.544.022,1.730.813.121,1.462.013.745,1.600.937.164,7.302.805.475,5.768.113.943,0.292779707,3.621.594.046,1.506.874.701,1.030.198.739,1.191.650.777,0.2,31.6,259.4,52.7,1,0,1,2.795.027.067,1095760
2016-04-23,4,114,Sandy Loam,Sandy,Platy,2.621.311,5.929.638.726,2.271.606.335,1.582.325.538,2.705.895.311,5.016.482.668,5.823.488.441,0.172887984,383.868.697,1.497.595.478,1.573.987.424,0.324039341,0.2,31.8,251.7,81.4,1,0,1,3.915.851.043,1095760
2016-04-24,4,115,Sandy Loam,Silty,Blocky,2.621.311,5.911.648.233,1.673.687.859,1.416.069.993,2.105.974.346,6.452.577.587,3.072.169.419,0.353847282,4.482.437.244,169.529.169,2.357.305.907,8.583.638.551,0.1,32.6,300.6,42.7,1,0,1,3.562.149.938,1095760
2016-04-25,4,116,Loamy,Clayey,Platy,2.621.311,5.267.187.659,2.227.589.281,1.488.215.872,2.554.725.307,5.999.470.529,1.581.353.964,0.260557737,2.022.517.588,143.229.093,209.593.196,7.381.934.307,0.6,31.9,284.1,62.3,1,0,1,4.271.327.618,1095760
2016-04-26,4,117,Loamy,Loamy,Granular,2.621.311,6.417.485.699,1.610.790.544,1.261.502.151,2.531.330.257,634.064.031,3.087.660.205,0.234609601,236.075.506,1.419.276.719,1.885.479.651,3.481.428.184,0.4,32.4,252.9,71.8,1,0,1,357.504.654,1095760
2016-04-27,4,118,Sandy Loam,Sandy,Granular,2.621.311,6.875.784.564,2.358.870.342,1.598.266.643,1.318.851.507,6.624.000.156,496.707.131,0.384500666,4.150.679.098,160.121.006,2.999.314.637,156.175.219,5.3,31.8,216.1,61.6,1,0,1,2.139.822.879,1095760
2016-04-28,4,119,Clay Loam,Silty,Platy,2.621.311,6.220.444.365,1.665.495.598,1.437.915.669,2.145.124.782,5.685.941.834,2.051.328.956,0.205487843,3.816.928.955,1.702.713.537,1.745.051.397,4.158.385.641,0.2,32.0,252.7,44.5,1,0,1,3.306.759.195,1095760
